"Asset-ID";"Gerätename";"Name";"DisplayName";"Version";"Hersteller";"Quelle";"Pakettyp";"PaketId";"InstallDatum";"Installationsort";"Architektur";"BenutzerKontext";"Publisher";"InstallDate";"InstallLocation";"Source";"Sources";"Scope";"Architecture";"UserSID";"PackageType";"DetectionConfidence";"RawSourceKey";"RawPath";"RawNames";"RawEntryCount";"ScanStatus";"ScanMode";"UpdateStatus";"UpdateAvailable";"InstalledVersion";"LatestVersion";"UpdateSource";"UpdateRaw";"UpdateCheckedAt"
"AS-0004";"GOLDENZOPF";"Microsoft.MicrosoftOfficeHub";"MicrosoftOfficeHub";"19.2605.31181.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.MicrosoftOfficeHub_19.2605.31181.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2605.31181.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2605.31181.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_19.2605.31181.0_x64__8wekyb3d8bbwe";"Microsoft.MicrosoftOfficeHub";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"19.2605.31181.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.MicrosoftSolitaireCollection";"MicrosoftSolitaireCollection";"4.25.4290.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.MicrosoftSolitaireCollection_4.25.4290.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_4.25.4290.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_4.25.4290.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.MicrosoftSolitaireCollection_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_4.25.4290.0_x64__8wekyb3d8bbwe";"Microsoft.MicrosoftSolitaireCollection";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"4.25.4290.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.MicrosoftStickyNotes";"MicrosoftStickyNotes";"6.1.4.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.MicrosoftStickyNotes_6.1.4.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_6.1.4.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_6.1.4.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.MicrosoftStickyNotes_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_6.1.4.0_x64__8wekyb3d8bbwe";"Microsoft.MicrosoftStickyNotes";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"6.1.4.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.MPEG2VideoExtension";"MPEG2VideoExtension";"1.2.13.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.MPEG2VideoExtension_1.2.13.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.MPEG2VideoExtension_1.2.13.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.MPEG2VideoExtension_1.2.13.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.MPEG2VideoExtension_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.MPEG2VideoExtension_1.2.13.0_x64__8wekyb3d8bbwe";"Microsoft.MPEG2VideoExtension";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.2.13.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.NET.Native.Framework.1.6";"NET.Native.Framework.1.6";"1.6.27413.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers";"Appx/MSIX";"Microsoft.NET.Native.Framework.1.6_1.6.27413.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.6_1.6.27413.0_x64__8wekyb3d8bbwe";"X64";"AllUsers";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.6_1.6.27413.0_x64__8wekyb3d8bbwe";"AppxAllUsers";"AppxAllUsers";"AllUsers";"X64";"";"Appx/MSIX";"High";"Microsoft.NET.Native.Framework.1.6_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.6_1.6.27413.0_x64__8wekyb3d8bbwe";"Microsoft.NET.Native.Framework.1.6";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.6.27413.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.NET.Native.Framework.2.2";"NET.Native.Framework.2.2";"2.2.29512.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.NET.Native.Framework.2.2_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe";"Microsoft.NET.Native.Framework.2.2";"4";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"2.2.29512.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.NET.Native.Runtime.1.6";"NET.Native.Runtime.1.6";"1.6.24903.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers";"Appx/MSIX";"Microsoft.NET.Native.Runtime.1.6_1.6.24903.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.6_1.6.24903.0_x64__8wekyb3d8bbwe";"X64";"AllUsers";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.6_1.6.24903.0_x64__8wekyb3d8bbwe";"AppxAllUsers";"AppxAllUsers";"AllUsers";"X64";"";"Appx/MSIX";"High";"Microsoft.NET.Native.Runtime.1.6_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.6_1.6.24903.0_x64__8wekyb3d8bbwe";"Microsoft.NET.Native.Runtime.1.6";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.6.24903.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.NET.Native.Runtime.2.2";"NET.Native.Runtime.2.2";"2.2.28604.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.NET.Native.Runtime.2.2_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe";"Microsoft.NET.Native.Runtime.2.2";"4";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"2.2.28604.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.Office.ActionsServer";"Microsoft.Office.ActionsServer";"16.0.19929.20136";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"Microsoft.Office.ActionsServer";"1";"OK";"ADMIN";"NotChecked";"False";"16.0.19929.20136";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.Office.ActionsServer";"Office.ActionsServer";"16.0.19929.20136";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.Office.ActionsServer_16.0.19929.20136_neutral__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.Office.ActionsServer_16.0.19929.20136_neutral__8wekyb3d8bbwe";"Neutral";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.Office.ActionsServer_16.0.19929.20136_neutral__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"Neutral";"";"Appx/MSIX";"High";"Microsoft.Office.ActionsServer_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.Office.ActionsServer_16.0.19929.20136_neutral__8wekyb3d8bbwe";"Microsoft.Office.ActionsServer";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"16.0.19929.20136";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.OfficePushNotificationUtility";"OfficePushNotificationUtility";"16.0.19929.20136";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.OfficePushNotificationUtility_16.0.19929.20136_neutral__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.OfficePushNotificationUtility_16.0.19929.20136_neutral__8wekyb3d8bbwe";"Neutral";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.OfficePushNotificationUtility_16.0.19929.20136_neutral__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"Neutral";"";"Appx/MSIX";"High";"Microsoft.OfficePushNotificationUtility_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.OfficePushNotificationUtility_16.0.19929.20136_neutral__8wekyb3d8bbwe";"Microsoft.OfficePushNotificationUtility";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"16.0.19929.20136";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.OneDriveSync";"OneDriveSync";"26063.405.2.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.OneDriveSync_26063.405.2.0_neutral__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.OneDriveSync_26063.405.2.0_neutral__8wekyb3d8bbwe";"Neutral";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.OneDriveSync_26063.405.2.0_neutral__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"Neutral";"";"Appx/MSIX";"High";"Microsoft.OneDriveSync_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.OneDriveSync_26063.405.2.0_neutral__8wekyb3d8bbwe";"Microsoft.OneDriveSync";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"26063.405.2.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.OutlookForWindows";"OutlookForWindows";"1.2026.421.500";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.OutlookForWindows_1.2026.421.500_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2026.421.500_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2026.421.500_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.OutlookForWindows_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.OutlookForWindows_1.2026.421.500_x64__8wekyb3d8bbwe";"Microsoft.OutlookForWindows";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.2026.421.500";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.Paint";"Paint";"11.2601.441.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser, Winget";"Appx/MSIX, Winget";"Microsoft.Paint_11.2601.441.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.Paint_11.2601.441.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.Paint_11.2601.441.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser, Winget";"User";"X64";"";"Appx/MSIX, Winget";"High";"Microsoft.Paint_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.Paint_11.2601.441.0_x64__8wekyb3d8bbwe";"Microsoft.Paint | Paint";"3";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"11.2601.441.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.People";"People";"10.2202.100.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.People_10.2202.100.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.People_10.2202.100.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.People_10.2202.100.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.People_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.People_10.2202.100.0_x64__8wekyb3d8bbwe";"Microsoft.People";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"10.2202.100.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.PowerAutomateDesktop";"PowerAutomate";"1.0.2081.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.PowerAutomateDesktop_1.0.2081.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_1.0.2081.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_1.0.2081.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.PowerAutomateDesktop_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.PowerAutomateDesktop_1.0.2081.0_x64__8wekyb3d8bbwe";"Microsoft.PowerAutomateDesktop";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.0.2081.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.PowerToys.FileLocksmithContextMenu";"PowerToys.FileLocksmithContextMenu";"0.87.1.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.PowerToys.FileLocksmithContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.PowerToys.FileLocksmithContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"Neutral";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.PowerToys.FileLocksmithContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"Neutral";"";"Appx/MSIX";"High";"Microsoft.PowerToys.FileLocksmithContextMenu_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.PowerToys.FileLocksmithContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"Microsoft.PowerToys.FileLocksmithContextMenu";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"0.87.1.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.PowerToys.ImageResizerContextMenu";"PowerToys.ImageResizerContextMenu";"0.87.1.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.PowerToys.ImageResizerContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.PowerToys.ImageResizerContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"Neutral";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.PowerToys.ImageResizerContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"Neutral";"";"Appx/MSIX";"High";"Microsoft.PowerToys.ImageResizerContextMenu_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.PowerToys.ImageResizerContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"Microsoft.PowerToys.ImageResizerContextMenu";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"0.87.1.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.PowerToys.PowerRenameContextMenu";"PowerToys.PowerRenameContextMenu";"0.87.1.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.PowerToys.PowerRenameContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.PowerToys.PowerRenameContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"Neutral";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.PowerToys.PowerRenameContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"Neutral";"";"Appx/MSIX";"High";"Microsoft.PowerToys.PowerRenameContextMenu_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.PowerToys.PowerRenameContextMenu_0.87.1.0_neutral__8wekyb3d8bbwe";"Microsoft.PowerToys.PowerRenameContextMenu";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"0.87.1.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.RawImageExtension";"RawImageExtension";"2.5.7.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.RawImageExtension_2.5.7.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.RawImageExtension_2.5.7.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.RawImageExtension_2.5.7.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.RawImageExtension_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.RawImageExtension_2.5.7.0_x64__8wekyb3d8bbwe";"Microsoft.RawImageExtension";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"2.5.7.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.ScreenSketch";"ScreenSketch";"11.2602.47.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.ScreenSketch_11.2602.47.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2602.47.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2602.47.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.ScreenSketch_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2602.47.0_x64__8wekyb3d8bbwe";"Microsoft.ScreenSketch";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"11.2602.47.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.SecHealthUI";"SecHealthUI";"1000.29554.1001.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.SecHealthUI_1000.29554.1001.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.SecHealthUI_1000.29554.1001.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.SecHealthUI_1000.29554.1001.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.SecHealthUI_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.SecHealthUI_1000.29554.1001.0_x64__8wekyb3d8bbwe";"Microsoft.SecHealthUI";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1000.29554.1001.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.Services.Store.Engagement";"Services.Store.Engagement";"10.0.23012.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.Services.Store.Engagement_10.0.23012.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.Services.Store.Engagement_10.0.23012.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.Services.Store.Engagement_10.0.23012.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.Services.Store.Engagement_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.Services.Store.Engagement_10.0.23012.0_x64__8wekyb3d8bbwe";"Microsoft.Services.Store.Engagement";"4";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"10.0.23012.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.StartExperiencesApp";"StartExperiencesApp";"1.264.3.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.StartExperiencesApp_1.264.3.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.StartExperiencesApp_1.264.3.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.StartExperiencesApp_1.264.3.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.StartExperiencesApp_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.StartExperiencesApp_1.264.3.0_x64__8wekyb3d8bbwe";"Microsoft.StartExperiencesApp";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.264.3.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Microsoft.StorePurchaseApp";"StorePurchaseApp";"22603.1401.2.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"Microsoft.StorePurchaseApp_22603.1401.2.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\Microsoft.StorePurchaseApp_22603.1401.2.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\Microsoft.StorePurchaseApp_22603.1401.2.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"Microsoft.StorePurchaseApp_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\Microsoft.StorePurchaseApp_22603.1401.2.0_x64__8wekyb3d8bbwe";"Microsoft.StorePurchaseApp";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"22603.1401.2.0";"";"";"";""
